labnames,clusters
UNKNOWN_BRLA_RS11940_AMP_binding_NZ_CP007806__2715286_2716492_____,88
tyr_RSJ17_RS10610_AMP_binding_NZ_CP014176__2227220_2228411_____,88
tyr_H70737_RS26090_AMP_binding_NZ_CP009279__5984042_5985227_____,88
tyr_UB51_RS00345_AMP_binding_NZ_CP010976__82587_83748_____,88
UNKNOWN_B2K_RS16620_AMP_binding_NC_017672.3_3835984_3837187______PM3016__,88
UNKNOWN_BA203_RS02970_AMP_binding_NZ_CP016315__593878_595066_____,88
tyr_B2K_RS36595_AMP_binding_NC_017672.3_4366280_4367450_____,88
trp_a0481_Trp_AGZ03651.1_A2_BGC0000426_sevadicin_Trp_,88
tyr_a0538_Tyr_CAE11249.1_A1_BGC0001090_bacillomycin_Tyr_,88
tyr_a0542_Tyr_AAN07013.1_A1_not_in_mibig_bacillomycin_Tyr_,88
tyr_a0523_Tyr_BAB69699.1_A1_BGC0001098_iturin_Tyr_,88
tyr_a0613_Tyr_AAF08796.1_A1_BGC0001103_mycosubtilin_Tyr_,88
trp_A1D11_RS10000_AMP_binding_NZ_CP014840__1941200_1942391_____,88
UNKNOWN_BRLA_RS12440_AMP_binding_NZ_CP007806__2854769_2855966_____,88
UNKNOWN_BS614_RS21665_AMP_binding_NZ_CP018620__4966533_4967724_____,88
UNKNOWN_B2K_RS36595_AMP_binding_NC_017672.3_4390133_4391330_____,88
UNKNOWN_A616_RS18535_AMP_binding_NZ_CP023474__3672636_3673833_____,88
leu_a0115_Leu_simA_not_in_genbank_A2_BGC0000334_cyclosporin_NOTE,88
UNKNOWN_SER39006_RS17630_AMP_binding_NZ_CP025084__3866309_3867527_____,88
UNKNOWN_AFB00_RS06480_AMP_binding_NZ_CP013854__1362740_1363613_____,88
UNKNOWN_NI25_RS03870_AMP_binding_NZ_CP009754__847159_848401_____,88
UNKNOWN_HDN1F_RS00430_AMP_binding_NC_014366__107621_108713_____,88
UNKNOWN_C7S18_RS08010_AMP_binding_NZ_CP027860__2072792_2073980_____,88
UNKNOWN_AMAD1_RS21335_AMP_binding_NC_019394__202313_203489______I876_R__,88
ala_CFter6_RS02400_AMP_binding_NZ_CP013232__579545_580754_____,88
ala_C1701_RS17200_AMP_binding_NZ_CP025990__3997271_3998471_____,88
ala_a0190_Ala_AHH53507.1_A3_BGC0000439_taromycin_Ala_,88
ala_b0232_Ala_AGN74885.1_A3_BGC0000459_griseoviridin_Ala_,88
ala_B590_RS17220_AMP_binding_NZ_CM002273__4051934_4053065_____,88
ala_A7B19_RS42435_AMP_binding_NZ_CP015726__10002964_10004200_____,88
ala_AMES_RS15660_AMP_binding_NC_018266__3323718_3324954_____,88
UNKNOWN_SLINC_RS04010_AMP_binding_NZ_CP016438__884817_886008_____,88
ala_C6361_RS01915_AMP_binding_NZ_CP028158__498621_499845_____,88
ala_BV401_RS32940_AMP_binding_NZ_CP019458__7982340_7983546_____,88
ala_ABE83_RS21635_AMP_binding_NZ_CP011522__5160208_5161411_____,88
ala_SBI_RS04600_AMP_binding_NC_016582__1370937_1372152_____,88
ala_a0203_Ala_AEA30272.1_A2_BGC0000429_skyllamycin_Ala_,88
ala_SNOD_RS27920_AMP_binding_NZ_CP009313__6489594_6490806_____,88
ala_A7J05_RS36185_AMP_binding_NZ_CP015588__8263686_8264880_____,88
ala_KY5_RS03695_AMP_binding_NZ_CP022685__923998_925147_____,88
UNKNOWN_SMD44_RS39810_AMP_binding_NZ_CP021748__9071944_9072829_____,88
ala_AVL59_RS16445_AMP_binding_NZ_CP016279__3890859_3892062_____,88
ala_a0089_Ala_AAX31558.1_A3_BGC0000336_daptomycin_Ala_,88
ala_a0193_Ala_AHH53507.1_A6_BGC0000439_taromycin_Ala_,88
ala_SVIR_RS08970_AMP_binding_NC_013159__1948173_1949379_____,88
UNKNOWN_B1K54_RS27635_AMP_binding_NZ_CP019798__6127518_6128685_____,88
pro_B4U46_RS37040_AMP_binding_NZ_CP020043__90774_91956_____,88
pro_SMD44_RS31790_AMP_binding_NZ_CP021748__7123007_7124207_____,88
rare_aa_a0334_Piz_AGZ15458.1_A1_BGC0001036_polyoxypeptin_Piz_,88
pro_B4U46_RS34715_AMP_binding_NZ_CP020043__104222_105407_____,88
rare_aa_a0336_Piz_AGZ15459.1_A1_BGC0001036_polyoxypeptin_Piz_,88
pro_BFF78_RS11310_AMP_binding_NZ_CP017248__2804777_2805980_____,88
pro_WY02_RS00175_AMP_binding_NZ_CP011862__44267_45467_____,88
pro_XF36_RS26735_AMP_binding_NZ_CP011868__5724856_5726035_____,88
ile_a0337_Ile_AGZ15459.1_A2_BGC0001036_polyoxypeptin_NOTE,88
ile_BFF78_RS11310_AMP_binding_NZ_CP017248__2800160_2801354_____,88
ala_R1CP_RS34695_AMP_binding_NZ_CP009111__7632771_7633935_____,88
UNKNOWN_XF36_RS26720_AMP_binding_NZ_CP011868__5715109_5716255_____,88
UNKNOWN_BTZ20_RS16785_AMP_binding_NZ_CP019572__3670936_3671887_____,88
UNKNOWN_CRH09_RS15075_AMP_binding_NZ_CP023778__3381333_3382503_____,88
UNKNOWN_B590_RS01250_AMP_binding_NZ_CM002273__314951_316130_____,88
UNKNOWN_BBN63_RS01400_AMP_binding_NZ_CP018047__324142_325354_____,88
UNKNOWN_KY5_RS04545_AMP_binding_NZ_CP022685__1143865_1145104_____,88
rare_aa_a0096_Ala|Gly_EWS95124.1_A3_BGC0000306_arylomycin_Ala|Gly_,88
ala_a0349_Ala_EWS95122.1_A2_BGC0000306_arylomycin_Ala_,88
ala_TK78_RS06775_AMP_binding_NZ_CP010833__1596729_1597926_____,88
ala_NY08_RS15520_AMP_binding_NZ_CP010797__3377782_3379018_____,88
ala_C1701_RS25470_AMP_binding_NZ_CP025990__6107507_6108695_____,88
ala_C1701_RS25485_AMP_binding_NZ_CP025990__6158827_6160030_____,88
ala_BXT88_RS02720_AMP_binding_NZ_CP019457__565445_566663_____,88
UNKNOWN_BKN51_RS18790_AMP_binding_NZ_CP017780__4378197_4379334_____,88
UNKNOWN_CFP65_RS06235_AMP_binding_NZ_CP025394__1442179_1443406_____,88
UNKNOWN_XF36_RS26735_AMP_binding_NZ_CP011868__5729494_5730694_____,88
UNKNOWN_WM33_RS22520_AMP_binding_NZ_CP013467__2608792_2609971_____,88
ala_ACZ75_RS05630_AMP_binding_NZ_CP012201__1504048_1505212_____,88
ala_AZL_RS18525_AMP_binding_NC_013855__743309_744482_____,88
ala_AVI_RS26910_AMP_binding_NC_011981__257581_258760_____,88
ala_Atu3682_AMP_binding_NC_003063.2_744087_745260_____,88
ala_A7U58_RS30255_AMP_binding_NZ_CP016639__2961626_2962835_____,88
ala_JV59_RS25555_AMP_binding_NZ_CP009266__219032_220193_____,88
ala_BN6_RS24835_AMP_binding_NC_019673__5739626_5740784_____,88
ala_SDEN_RS06125_AMP_binding_NC_007954__1365639_1366812_____,88
ala_MFUL124B02_RS10310_AMP_binding_NZ_CP006003__2524373_2525540_____,88
ala_CPIN_RS16950_AMP_binding_NC_013132__4244047_4245178_____,88
ala_AY601_RS14055_AMP_binding_NZ_CP014504__3450186_3451311_____,88
ala_SD10_RS02300_AMP_binding_NZ_CP010429__588215_589394_____,88
ala_FJOH_RS10870_AMP_binding_NC_009441__2477522_2478662_____,88
ala_FJOH_RS10875_AMP_binding_NC_009441__2490267_2491407_____,88
ala_DDD_RS00785_AMP_binding_NC_020156__202007_203135_____,88
ala_CBM24_RS21740_AMP_binding_NZ_CP021381__5043488_5044625_____,88
ala_JCM7686_RS04845_AMP_binding_NC_022041__958553_959744_____,88
ala_MCBMB27_RS04055_AMP_binding_NZ_CP015367__878659_879856_____,88
ala_PLU_RS17525_AMP_binding_NC_005126__4155664_4156888_____,88
ala_B1L02_RS18175_AMP_binding_NZ_CP021646__3997229_3998444_____,88
ala_CFP65_RS08120_AMP_binding_NZ_CP025394__1893864_1895043_____,88
ala_TERTU_RS12635_AMP_binding_NC_012997__3195900_3197097_____,88
ala_AT705_RS16810_AMP_binding_NZ_CP013611__3854746_3855931_____,88
UNKNOWN_PNC201_RS03725_AMP_binding_NZ_CP022522__919318_920515______PNC__,88
ala_TERTU_RS21365_AMP_binding_NC_012997__2529950_2531123_____,88
ala_YQ44_RS19360_AMP_binding_NZ_CP011319__4467720_4468929_____,88
ala_BW992_RS20810_AMP_binding_NZ_LT707064__4692474_4693674_____,88
ala_JCM16456_RS07995_AMP_binding_NZ_AP014635__1824722_1825913_____,88
ala_A7B19_RS39875_AMP_binding_NZ_CP015726__9350292_9351465_____,88
ala_AT705_RS23450_AMP_binding_NZ_CP013612__1021527_1022730_____,88
ala_BMW22_RS26585_AMP_binding_NZ_CP018229__160599_161799_____,88
ala_BRPE67_RS41445_AMP_binding_NZ_AP014578__281293_281803_____,88
ala_BRPE67_RS16020_AMP_binding_NZ_AP014577__328255_329434_____,88
ala_AD997_RS12395_AMP_binding_NZ_CP024970__2622223_2623405_____,88
ala_a0133_Ala_CDG17982.1_A1_BGC0000464_xenoamicins_Ala_,88
ala_a0182_Ala_CDG17980.1_A2_BGC0000464_xenoamicins_Ala_,88
ala_XDD1_RS12025_AMP_binding_NZ_FO704550__2769829_2771089_____,88
ala_a0007_Ala_AAO72424.1_A5_BGC0000438_syringopeptin_Ala_,88
ala_a0066_Ala_AAO72425.1_A3_BGC0000438_syringopeptin_Ala_,88
ala_a0070_Ala_AAO72425.1_A7_BGC0000438_syringopeptin_Ala_,88
ala_a0065_Ala_AAO72425.1_A2_BGC0000438_syringopeptin_Ala_,88
ala_a0003_Ala_AAO72424.1_A1_BGC0000438_syringopeptin_Ala_,88
ala_a0072_Ala_AAO72425.1_A9_BGC0000438_syringopeptin_Ala_,88
ala_a0012_Ala_AAF99707.2_A5_BGC0000438_syringopeptin_Ala_,88
ala_ACA40_RS12970_AMP_binding_NZ_CP013183__3002022_3003213_____,88
ala_AO356_RS29950_AMP_binding_NZ_CP012831__6975810_6976998_____,88
UNKNOWN_GLA29479_RS07515_AMP_binding_NZ_CP013141__1808769_1809945_____,88
ala_CEK71_RS20790_AMP_binding_NZ_CP022129__4611771_4612974_____,88
UNKNOWN_BBTA_RS38510_AMP_binding_NC_009485__7129386_7130595______BBTA___,88
ala_AAW51_RS28270_AMP_binding_NZ_CP011371__3974966_3976148_____,88
ala_CNO08_RS12180_AMP_binding_NZ_CP023465__3010500_3011667_____,88
ala_CBR65_RS03465_AMP_binding_NZ_CP021382__819579_820773_____,88
ala_AMIS_RS15880_AMP_binding_NC_017093__3397597_3398803_____,88
ala_a0412_Ala_BAO84861.1_A1_BGC0000414_quinocarcin_Ala_,88
ala_ACP_RS05515_AMP_binding_NC_012483__1343063_1344233_____,88
ala_BSQ33_RS19080_AMP_binding_NZ_CP018836__760919_762125_____,88
UNKNOWN_XcfCFBP6167P_RS19025_AMP_binding_NZ_CP021018__4240274_4241468___,88
ala_OLMES_RS13180_AMP_binding_NZ_CP021425__2998347_2999604_____,88
ala_AO356_RS21125_AMP_binding_NZ_CP012831__4697255_4698527_____,88
ala_a0040_Ala_AAK57184.1_A1_BGC0001022_myxalamid_Ala_,88
ala_a0391_Ala_AIW82284.1_A3_BGC0001125_puwainaphycins_Ala_,88
ala_a0054_Ala_CAD92850.1_A3_not_in_mibig_gramicidin_Ala_,88
gly_a0493_Gly_CAD92852.1_A4_not_in_mibig_gramicidin_Gly_,88
gly_BBR47_RS14950_AMP_binding_NC_012491__3127892_3129074_____,88
ala_b0025_Ala_1579_ACZ55944.1_A2_BGC0000302_anabaenopeptin_NOTE,88
ala_CA739_RS38685_AMP_binding_NZ_AP018195__546392_547598_____,88
ala_CA729_RS05450_AMP_binding_NZ_AP018227__1431231_1432629_____,88
ala_GM3709_RS13855_AMP_binding_NZ_AP014821__3243595_3244789_____,88
ala_a0773_Ala_CAD29797.1_A2_BGC0001015_microcystin_Ala_,88
ala_b0328_Ala_AAO62586.1_A2_BGC0001016_microcystin_Ala_,88
ala_a0063_Ala_AAS98786.1_A1_BGC0001001_jamaicamide_Ala_,88
ala_BJP34_RS27435_AMP_binding_NZ_CP017599__7444365_7445553_____,88
ala_b0335_Ala_AAF00960.1_A2_BGC0001017_microcystin_LR_Ala_,88
ala_a0636_Ala_BAA83992.1_A2_not_in_mibig_microcystin_Ala_,88
ala_b0292_Ala_CAJ46691.1_A1_BGC0000969_chondramide_Ala_,88
ala_AYM39_RS11750_AMP_binding_NZ_CP014360__2655773_2656949_____,88
ala_B1812_RS21440_AMP_binding_NZ_CP019949__7077_8256_____,88
rare_aa_b0394_Hse_ACG60773.1_A1_BGC0001058_zorbamycin_Hse_,88
ala_AMIR_RS18355_AMP_binding_NC_013093__4324024_4325191_____,88
ala_b0372_Ala_ABL74937.1_A1_BGC0001048_tallysomycin_Ala_,88
ala_b0274_Ala_AAG02356.1_A1_BGC0000963_bleomycin_Ala_,88
ala_BGLU_RS24125_AMP_binding_NC_012721.2_1657532_1658702_____,88
ala_AA314_RS25250_AMP_binding_NZ_CP011509__6457156_6458332_____,88
UNKNOWN_AVI_RS26910_AMP_binding_NC_011981__260689_261862_____,88
ala_A0K_RS14715_AMP_binding_NZ_AAQW01000001.0_3120782_3121958_____,88
ala_BLU95_RS35385_AMP_binding_NZ_LT629775__8479417_8480611_____,88
ala_BBN63_RS30685_AMP_binding_NZ_CP018047__7017886_7019017_____,88
UNKNOWN_CACI_RS45675_AMP_binding_NC_013131__3793721_3794867_____,88
UNKNOWN_AAW51_RS21175_AMP_binding_NZ_CP011371__5032403_5033561_____,88
ala_CO540_RS09605_AMP_binding_NZ_CP024052__2235520_2236681_____,88
UNKNOWN_SACGLDRAFT_RS21550_AMP_binding_NZ_CM001484__2278766_2279942_____,88
UNKNOWN_SACGLDRAFT_RS10800_AMP_binding_NZ_CM001484__2291105_2292305_____,88
UNKNOWN_CBW65_RS20330_AMP_binding_NZ_CP021434__4401248_4402430_____,88
UNKNOWN_A9D14_RS04985_AMP_binding_NZ_CP019602__1039835_1040984_____,88
UNKNOWN_CT154_RS08550_AMP_binding_NZ_CP024644__1851962_1853129_____,88
rare_aa_b0296_bhceAla_CBW54672.1_A1_BGC0000971_cinnabaramide_,88
UNKNOWN_A7J05_RS03870_AMP_binding_NZ_CP015588__950430_951594_____,88
UNKNOWN_TK78_RS34580_AMP_binding_NZ_CP010833__7865745_7866930_____,88
UNKNOWN_HOCH_RS06325_AMP_binding_NC_013440__1736116_1737277_____,88
UNKNOWN_S4054249_RS24875_AMP_binding_NZ_CP015412__1079968_1081147_____,88
UNKNOWN_AJAP_RS12155_AMP_binding_NZ_CP008953__2497936_2499094_____,88
UNKNOWN_A8713_RS31450_AMP_binding_NZ_CP015849__7404837_7405983_____,88
UNKNOWN_BKM31_RS56170_AMP_binding_NZ_CP017717__12372379_12373525_____,88
UNKNOWN_SROS_RS16175_AMP_binding_NC_013595__3642394_3643546_____,88
ala_BOP93_RS17955_AMP_binding_NZ_CP018049__4001144_4002305_____,88
ala_AO356_RS26555_AMP_binding_NZ_CP012831__6034661_6035834_____,88
ala_Q7S_RS09650_AMP_binding_NC_017047__2106506_2107679_____,88
UNKNOWN_BBK82_RS35690_AMP_binding_NZ_CP016793__7422839_7424024_____,88
UNKNOWN_BJP34_RS13585_AMP_binding_NZ_CP017599__3648604_3649408_____,88
UNKNOWN_CT122_RS30080_AMP_binding_NZ_CP024712__6310309_6311470_____,88
UNKNOWN_BP422_RS10370_AMP_binding_NZ_CP018145__2263788_2265063_____,88
UNKNOWN_B7C51_RS23530_AMP_binding_NZ_CP020557__4420590_4421877_____,88
UNKNOWN_CCEL_RS17655_AMP_binding_NC_011898__2809648_2810926_____,88
UNKNOWN_PRIO_RS08595_AMP_binding_NZ_LN831776__2055966_2057241_____,88
gly_AY601_RS10945_AMP_binding_NZ_CP014504__2579844_2581026_____,88
UNKNOWN_Mag101_RS00545_AMP_binding_NZ_CP019650__134234_135452_____,88
UNKNOWN_YC6258_RS07845_AMP_binding_NZ_CP007142__1768262_1769456_____,88
hpg_OSCCYDRAFT_RS24350_AMP_binding_NZ_CM001633__49684_50890_____,88
UNKNOWN_HOCH_RS31305_AMP_binding_NC_013440__8631833_8633045_____,88
UNKNOWN_CDC35_RS05420_AMP_binding_NZ_AP018281__1261825_1263043_____,88
UNKNOWN_CBW65_RS19720_AMP_binding_NZ_CP021434__4265575_4266754_____,88
UNKNOWN_CBW65_RS18870_AMP_binding_NZ_CP021434__3946210_3947416_____,88
UNKNOWN_CBW65_RS18870_AMP_binding_NZ_CP021434__3949375_3950584_____,88
hpg_CBW65_RS18670_AMP_binding_NZ_CP021434__3886686_3887892_____,88
hpg_CBW65_RS18880_AMP_binding_NZ_CP021434__3964215_3965421_____,88
hpg_CBW65_RS18885_AMP_binding_NZ_CP021434__3970230_3971433_____,88
UNKNOWN_CIG75_RS10460_AMP_binding_NZ_CP022657__2456143_2457346_____,88
UNKNOWN_CBW65_RS18910_AMP_binding_NZ_CP021434__4004292_4005498_____,88
UNKNOWN_CIG75_RS10345_AMP_binding_NZ_CP022657__2397212_2398418_____,88
hpg_PPIS_RS14840_AMP_binding_NZ_CP011924__3240573_3241767_____,88
UNKNOWN_DPA2511_RS15725_AMP_binding_NZ_CM001857__3542359_3543586_____,88
UNKNOWN_S4054249_RS22525_AMP_binding_NZ_CP015412__428461_429676_____,88
gly_CDO28_RS34380_AMP_binding_NZ_CP021807__87849_89025_____,88
UNKNOWN_PsaNZ45_RS04070_AMP_binding_NZ_CP017007__783384_784578_____,88
UNKNOWN_ACH52_RS10820_AMP_binding_NZ_CP011914__2369616_2370819_____,88
UNKNOWN_SELR_RS01485_AMP_binding_NC_017068__315914_317135_____,88
gly_AA958_RS04245_AMP_binding_NZ_CP011492__1056502_1057720_____,88
gly_LEN_RS19920_AMP_binding_NZ_AP014940__5028047_5029229_____,88
gly_MYSTI_RS10285_AMP_binding_NC_020126__2646921_2648130_____,88
gly_MXAN_RS21445_AMP_binding_NC_008095__5459650_5460841_____,88
gly_CHRO_RS10465_AMP_binding_NC_019695__2377362_2378700_____,88
gly_BRLA_RS12835_AMP_binding_NZ_CP007806__2979543_2980788_____,88
gly_CBW65_RS23290_AMP_binding_NZ_CP021434__5043843_5044971_____,88
UNKNOWN_CBW65_RS18055_AMP_binding_NZ_CP021434__3734587_3735796_____,88
ala_CBW65_RS22930_AMP_binding_NZ_CP021434__4934023_4935238_____,88
gly_CIG75_RS09785_AMP_binding_NZ_CP022657__2177584_2178793_____,88
gly_CBW65_RS23485_AMP_binding_NZ_CP021434__5144888_5146382_____,88
UNKNOWN_BXT88_RS02725_AMP_binding_NZ_CP019457__571942_573091_____,88
gly_BLU95_RS39855_AMP_binding_NZ_LT629775__9601154_9602351_____,88
UNKNOWN_AAY81_RS04670_AMP_binding_NZ_CP011402__1129902_1131075_____,88
UNKNOWN_CLO1100_RS04335_AMP_binding_NC_016791__1034443_1035643_____,88
gly_Z042_RS13630_AMP_binding_NZ_CP007044.2_3128730_3129921_____,88
gly_B005_RS09240_AMP_binding_NC_018524__2120722_2121901_____,88
gly_CIG75_RS02785_AMP_binding_NZ_CP022657__604494_605676_____,88
gly_MYSTI_RS30530_AMP_binding_NC_020126__7980610_7981813_____,88
gly_B2K_RS18805_AMP_binding_NC_017672.3_4324499_4325690_____,88
gly_KNP414_RS20720_AMP_binding_NC_015690__4948389_4949619_____,88
gly_H70357_RS09830_AMP_binding_NZ_CP009241__2295075_2296254_____,88
gly_BRLA_RS11695_AMP_binding_NZ_CP007806__2635601_2636789_____,88
UNKNOWN_FORC48_RS09615_AMP_binding_NZ_CP017234__1814290_1815214______B__,88
UNKNOWN_B4V02_RS06285_AMP_binding_NZ_CP020028__1362686_1363898_____,88
gly_PPYC1_RS18080_AMP_binding_NZ_CP017967.2_4129491_4130694_____,88
gly_BrL25_RS23695_AMP_binding_NZ_CP017705__5214536_5215718_____,88
UNKNOWN_AW02_RS19695_AMP_binding_NZ_CP007165__228271_229456______CXR48__,88
gly_PGRAT_RS03470_AMP_binding_NZ_CP009287__787022_788219_____,88
UNKNOWN_UB51_RS11725_AMP_binding_NZ_CP010976__2686420_2687623_____,88
UNKNOWN_B2K_RS18815_AMP_binding_NC_017672.3_4361503_4362988______B2K_RS__,88
gly_UB51_RS11740_AMP_binding_NZ_CP010976__2692509_2693697_____,88
gly_CLO1100_RS04325_AMP_binding_NC_016791__1026142_1027324_____,88
gly_CBW65_RS06765_AMP_binding_NZ_CP021434__1470196_1471414_____,88
gly_CCEL_RS17655_AMP_binding_NC_011898__2812849_2814037_____,88
UNKNOWN_CLOCL_RS13000_AMP_binding_NC_016627__3082152_3083337_____,88
gly_CKL_RS08510_AMP_binding_NC_009706__1825746_1826937_____,88
gly_CLBIJ_RS20240_AMP_binding_NZ_CP016090__4506530_4507730_____,88
gly_UB51_RS01240_AMP_binding_NZ_CP010976__304475_305666_____,88
gly_CCEL_RS12015_AMP_binding_NC_011898__2824389_2825574_____,88
UNKNOWN_CLOCEL_RS03690_AMP_binding_NC_014393__904364_905558_____,88
UNKNOWN_bslm_RS13100_AMP_binding_NZ_CP011101__2622678_2623866______BSN__,88
UNKNOWN_CLO1100_RS02905_AMP_binding_NC_016791__657985_659170_____,88
UNKNOWN_BS614_RS26200_AMP_binding_NZ_CP018620__6020603_6021797_____,88
gly_BMYCO0002_RS07625_AMP_binding_NZ_CM000743__1539344_1540538_____,88
UNKNOWN_AXW78_RS26410_AMP_binding_NZ_CP014283__17512_18697_____,88
gly_B2K_RS19795_AMP_binding_NC_017672.3_4680067_4681294_____,88
gly_CLOCEL_RS19740_AMP_binding_NC_014393__4770409_4771594_____,88
UNKNOWN_CSPA_RS01545_AMP_binding_NC_020291__326379_327498______CLSAP_R__,88
gly_DCF50_RS13680_AMP_binding_NC_018867__2859111_2860302_____,88
gly_DESMER_RS20940_AMP_binding_NC_018515__4554961_4556176_____,88
gly_BRLA_RS12435_AMP_binding_NZ_CP007806__2841355_2842561_____,88
gly_CIG75_RS10615_AMP_binding_NZ_CP022657__2526818_2528006_____,88
gly_ABE82_RS05815_AMP_binding_NZ_CP011512__1365132_1366323_____,88
UNKNOWN_SGLY_RS04260_AMP_binding_NC_015172__812454_813636_____,88
gly_DESMER_RS21205_AMP_binding_NC_018515__4617078_4618254_____,88
gly_BBD42_RS25600_AMP_binding_NZ_CP016808__5895611_5896802_____,88
gly_BA203_RS09640_AMP_binding_NZ_CP016315__1858457_1859651_____,88
gly_a0447_Gly_AHF21228.1_A3_BGC0000449_tridecaptin_Gly_,88
gly_ABE82_RS11580_AMP_binding_NZ_CP011512__2609275_2610472_____,88
gly_A616_RS18510_AMP_binding_NZ_CP023474__3650034_3651222_____,88
UNKNOWN_BRLA_RS12845_AMP_binding_NZ_CP007806__2995859_2996798_____,88
gly_PBOR_RS34905_AMP_binding_NZ_CP009285__1869857_1871036_____,88
gly_BP422_RS10240_AMP_binding_NZ_CP018145__2160762_2161989_____,88
UNKNOWN_VN24_RS19025_AMP_binding_NZ_CP011058__4211770_4212958_____,88
gly_CBW65_RS06755_AMP_binding_NZ_CP021434__1460734_1461916_____,88
tyr_CBW65_RS06765_AMP_binding_NZ_CP021434__1467076_1468270_____,88
gly_VIBNI_RS17700_AMP_binding_NC_022528__3930321_3931512_____,88
gly_CLBIJ_RS10360_AMP_binding_NZ_CP016090__2325672_2326854_____,88
gly_B2K_RS16610_AMP_binding_NC_017672.3_3818699_3819899_____,88
UNKNOWN_BA203_RS02960_AMP_binding_NZ_CP016315__567489_568674______BA20__,88
gly_BP422_RS10270_AMP_binding_NZ_CP018145__2193062_2194247_____,88
gly_BMYCO0002_RS07665_AMP_binding_NZ_CM000743__1565584_1566778_____,88
UNKNOWN_A1D11_RS18590_AMP_binding_NZ_CP014840__3813645_3814824_____,88
gly_BS614_RS26170_AMP_binding_NZ_CP018620__5995248_5996442_____,88
gly_CLOCEL_RS15670_AMP_binding_NC_014393__3842515_3843715_____,88
UNKNOWN_A176_RS26080_AMP_binding_NZ_CP012109__6697510_6698686_____,88
UNKNOWN_BS614_RS25265_AMP_binding_NZ_CP018620__5773635_5774826_____,88
gln_MLP_RS27165_AMP_binding_NC_015635__283269_284487_____,88
UNKNOWN_CV702_RS05755_AMP_binding_NZ_CP024954__1198205_1199387_____,88
UNKNOWN_BBD27_RS02830_AMP_binding_NZ_CP016394__545253_546402______V528__,88
UNKNOWN_LHE_RS15155_AMP_binding_NC_021744__737169_738327______LHV_RS03__,88
UNKNOWN_P620_RS06415_AMP_binding_NC_022593__1259205_1260381_____,88
UNKNOWN_BEN15_RS08320_AMP_binding_NZ_CP016877__1577440_1578610______CG__,88
ala_CO686_RS03410_AMP_binding_NZ_CP023507__688036_689212_____,88
ala_KNN_RS32905_AMP_binding_NZ_AP014866__197543_198731_____,88
UNKNOWN_A66_RS05655_AMP_binding_NZ_LN847353__1099507_1100323_____,88
ala_BCAH187_RS02120_AMP_binding_NC_011658__388424_389600_____,88
UNKNOWN_GWCH70_RS08555_AMP_binding_NC_012793__1745777_1746932_____,88
UNKNOWN_AY601_RS10940_AMP_binding_NZ_CP014504__2571952_2573101_____,88
gly_DDD_RS17175_AMP_binding_NC_020156__211479_212628_____,88
UNKNOWN_A361_RS04075_AMP_binding_NZ_CP015506__771036_772245_____,88
UNKNOWN_BIZ33_RS02630_AMP_binding_NZ_CP017374__563504_564641______C6N7__,88
ala_AUR58_RS10875_AMP_binding_NZ_CP013667__1984836_1986069_____,88
gly_F7310_RS05325_AMP_binding_NZ_CP016796__1136480_1137671_____,88
gly_VIBNI_RS17690_AMP_binding_NC_022528__3917848_3919063_____,88
gly_BZ13_RS08360_AMP_binding_NZ_CP010019__1734015_1735245_____,88
gly_BBG19_RS01325_AMP_binding_NZ_CP016930__257800_259009_____,88
UNKNOWN_F7310_RS05490_AMP_binding_NZ_CP016796__1175405_1176617_____,88
gly_CAB17_RS01470_AMP_binding_NZ_CP025491__311751_312909_____,88
gly_a0155_Gly_CCA29203.1_A3_BGC0000955_althiomycin_Gly_,88
gly_AB188_RS23760_AMP_binding_NZ_CP011642__4703678_4704842_____,88
gly_ASR50_RS28095_AMP_binding_NZ_CP013142__6354343_6355534_____,88
gly_KALB_RS30155_AMP_binding_NZ_CP007155__6858303_6859452_____,88
gly_CK934_RS22180_AMP_binding_NZ_CP023254__5914709_5915876_____,88
gly_DBW_RS03590_AMP_binding_NZ_CP015080__780545_781727_____,88
UNKNOWN_A6122_RS03975_AMP_binding_NZ_CP015515__890488_891691_____,88
UNKNOWN_BrL25_RS23470_AMP_binding_NZ_CP017705__5116004_5117225_____,88
tyr_TU94_RS29660_AMP_binding_NZ_CP010849__7063224_7064484_____,88
UNKNOWN_BZ13_RS09605_AMP_binding_NZ_CP010019__826232_827510_____,88
UNKNOWN_FNO01_RS04475_AMP_binding_NZ_CP012153.2_848860_849604_____,88
UNKNOWN_CBW65_RS19140_AMP_binding_NZ_CP021434__4094970_4096191_____,88
UNKNOWN_CIG75_RS10350_AMP_binding_NZ_CP022657__2410081_2411305_____,88
UNKNOWN_RBRH_RS08650_AMP_binding_NC_014722__1993734_1994946_____,88
UNKNOWN_RBRH_RS08665_AMP_binding_NC_014722__2014432_2015644_____,88
UNKNOWN_AAW51_RS21180_AMP_binding_NZ_CP011371__5038891_5040124_____,88
UNKNOWN_BGLU_RS24130_AMP_binding_NC_012721.2_1664206_1665439_____,88
UNKNOWN_GA0074704_RS15340_AMP_binding_NZ_LT607751__3339073_3340309_____,88
UNKNOWN_GA0070621_RS09515_AMP_binding_NZ_LT594324__2191148_2192366_____,88
UNKNOWN_SLAV_RS09910_AMP_binding_NZ_CP024985__2374848_2376030_____,88
UNKNOWN_AMES_RS24115_AMP_binding_NC_018266__5313208_5314432_____,88
